lon	lat	depth	m_l	err_abs	err_avgrel	area
#						
#	Joint	Pamir-Hindu	Kush	earthquake	catalog	for
#	obtained	from	the	TIPAGE/FERGHANA/TIPTIMON	networks	
#	(Mechie	et	al.,	2012/Feld	et	al.,
#	between	2012-14	&	2008-10.		
#						
#	Pamir	events	are	mainly	relocated	from
#						
#	See	Kufner	et.	al.	2016	for
#	-	absError(km)	--	absolute	location	error
#	-	AveragedRelativeError (km)	--	averaged	relative	location
#	-	the	separation	in	deepPamir	and
#						
#	longitude(deg)	latitude(deg)	depth(km)	local_magnitude	absError(km)	AveragedRelativeError(km)
70.442	36.487	216.22	2.6	6.3	1.9	deepHinduKush
70.002	36.512	216.24	2.7	6.3	1.9	deepHinduKush
70.954	36.579	216.40	3.0	7.0	1.9	deepHinduKush
70.063	36.523	216.44	5.3	3.7	1.9	deepHinduKush
71.115	36.662	216.51	3.4	10.5	1.9	deepHinduKush
71.208	36.791	216.64	2.6	7.3	-	deepHinduKush
70.722	36.366	216.71	3.2	7.1	1.9	deepHinduKush
70.256	36.477	216.72	3.8	4.0	1.9	deepHinduKush
70.899	36.536	216.72	2.2	8.3	1.9	deepHinduKush
70.244	36.502	216.76	2.6	7.3	1.9	deepHinduKush
70.252	36.508	216.78	3.2	4.5	1.9	deepHinduKush
70.898	36.544	216.78	2.6	6.0	1.9	deepHinduKush
71.157	36.615	216.85	2.4	7.0	1.9	deepHinduKush
70.210	36.484	216.92	2.6	4.9	1.9	deepHinduKush
70.286	36.404	216.92	2.7	7.4	1.9	deepHinduKush
70.782	36.547	216.92	4.6	3.5	1.9	deepHinduKush
71.321	36.669	216.97	3.4	5.2	1.9	deepHinduKush
71.131	36.694	216.98	3.2	5.4	1.9	deepHinduKush
70.255	36.483	217.00	2.8	5.8	1.9	deepHinduKush
70.383	36.432	217.03	3.6	7.9	1.9	deepHinduKush
70.840	36.640	217.04	3.4	4.7	1.9	deepHinduKush
70.360	36.471	217.07	2.9	6.0	1.9	deepHinduKush
70.661	36.447	217.07	2.7	7.6	1.9	deepHinduKush
71.128	36.671	217.11	4.8	3.5	1.9	deepHinduKush
70.349	36.529	217.13	3.4	4.7	1.9	deepHinduKush
70.386	36.441	217.14	3.4	3.5	1.9	deepHinduKush
71.171	36.629	217.14	2.7	6.0	1.9	deepHinduKush
71.122	36.605	217.15	3.7	5.0	1.9	deepHinduKush
70.288	36.465	217.16	2.7	6.4	1.9	deepHinduKush
70.927	36.616	217.19	2.8	4.2	1.9	deepHinduKush
70.346	36.493	217.22	2.5	8.4	1.9	deepHinduKush
70.355	36.441	217.25	3.9	6.0	1.9	deepHinduKush
70.738	36.462	217.25	3.4	4.2	1.9	deepHinduKush
70.858	36.587	217.26	3.6	4.7	1.9	deepHinduKush
70.224	36.468	217.27	2.6	5.8	1.9	deepHinduKush
70.380	36.511	217.29	4.3	4.9	1.9	deepHinduKush
70.647	36.259	217.34	2.3	11.2	-	deepHinduKush
70.246	36.503	217.40	3.7	4.1	1.9	deepHinduKush
70.257	36.453	217.43	4.3	3.1	1.9	deepHinduKush
70.881	36.635	217.44	3.4	6.7	1.9	deepHinduKush
71.228	36.614	217.48	3.6	6.1	1.9	deepHinduKush
71.055	36.654	217.52	2.5	5.9	1.9	deepHinduKush
71.056	36.686	217.52	3.2	7.4	1.9	deepHinduKush
71.164	36.592	217.53	3.3	4.7	1.9	deepHinduKush
70.958	36.592	217.60	2.8	5.8	1.9	deepHinduKush
71.152	36.387	217.62	3.1	5.6	1.9	deepHinduKush
70.210	36.492	217.63	3.3	5.0	1.9	deepHinduKush
70.976	36.472	217.64	4.2	6.0	1.9	deepHinduKush
71.080	36.629	217.64	2.8	7.7	1.9	deepHinduKush
70.939	36.651	217.65	2.6	4.9	1.9	deepHinduKush
70.233	36.517	217.70	2.9	9.1	1.9	deepHinduKush
71.164	36.666	217.73	3.7	4.8	1.9	deepHinduKush
71.165	36.679	217.74	2.9	7.0	1.9	deepHinduKush
70.236	36.497	217.76	4.4	5.2	1.9	deepHinduKush
70.855	36.634	217.76	3.0	5.7	1.9	deepHinduKush
70.940	36.587	217.76	3.3	4.4	1.9	deepHinduKush
71.053	36.618	217.87	2.5	5.9	1.9	deepHinduKush
70.240	36.497	217.88	3.3	7.0	1.9	deepHinduKush
70.447	36.536	217.99	2.2	12.2	-	deepHinduKush
71.293	36.605	218.03	3.6	4.7	1.9	deepHinduKush
70.924	36.628	218.06	3.1	5.5	1.9	deepHinduKush
70.273	36.491	218.12	3.5	4.6	1.9	deepHinduKush
71.062	36.691	218.17	3.0	7.9	1.9	deepHinduKush
71.104	36.684	218.18	3.2	6.5	1.9	deepHinduKush
71.163	36.401	218.22	3.1	4.1	1.9	deepHinduKush
70.928	36.621	218.28	2.8	10.9	1.9	deepHinduKush
69.756	36.498	218.31	3.4	4.0	1.9	deepHinduKush
71.089	36.687	218.43	3.0	3.9	1.9	deepHinduKush
70.872	36.525	218.48	3.4	5.7	1.9	deepHinduKush
70.975	36.491	218.49	3.5	4.8	1.9	deepHinduKush
70.957	36.467	218.52	3.2	5.9	1.9	deepHinduKush
71.122	36.678	218.55	2.4	6.1	1.9	deepHinduKush
70.054	36.567	218.58	3.0	10.9	1.9	deepHinduKush
70.319	36.414	218.62	3.9	5.4	1.9	deepHinduKush
70.298	36.470	218.64	3.3	4.6	1.9	deepHinduKush
70.321	36.490	218.66	2.8	7.0	1.9	deepHinduKush
71.050	36.671	218.67	2.6	8.0	1.9	deepHinduKush
70.357	36.496	218.75	2.9	4.5	1.9	deepHinduKush
70.175	36.490	218.78	2.9	8.2	1.9	deepHinduKush
71.146	36.653	218.78	3.3	4.7	1.9	deepHinduKush
70.370	36.532	218.80	2.5	7.5	1.9	deepHinduKush
70.224	36.481	218.84	5.1	3.2	1.9	deepHinduKush
70.377	36.517	218.84	2.9	5.5	1.9	deepHinduKush
70.052	36.503	219.03	2.4	8.4	1.9	deepHinduKush
70.738	36.478	219.05	3.0	5.3	1.9	deepHinduKush
71.032	36.584	219.09	3.7	6.6	1.9	deepHinduKush
70.932	36.643	219.10	3.6	4.3	1.9	deepHinduKush
70.001	36.531	219.13	3.6	3.4	1.9	deepHinduKush
71.136	36.662	219.13	2.7	4.7	1.9	deepHinduKush
71.336	36.652	219.14	3.4	5.2	1.9	deepHinduKush
70.367	36.499	219.19	3.1	5.1	1.9	deepHinduKush
71.094	36.638	219.21	3.3	5.3	1.9	deepHinduKush
70.365	36.414	219.23	2.8	6.7	1.9	deepHinduKush
71.339	36.682	219.25	3.0	5.5	1.9	deepHinduKush
70.320	36.492	219.26	2.4	5.5	1.9	deepHinduKush
71.097	36.621	219.26	2.9	9.3	1.9	deepHinduKush
71.039	36.622	219.30	3.0	6.2	1.9	deepHinduKush
70.998	36.649	219.43	2.5	9.4	1.9	deepHinduKush
70.264	36.498	219.44	2.8	6.0	1.9	deepHinduKush
70.144	36.496	219.47	3.8	3.7	1.9	deepHinduKush
70.356	36.512	219.50	3.2	5.8	1.9	deepHinduKush
71.048	36.593	219.51	3.2	6.7	1.9	deepHinduKush
70.053	36.531	219.59	3.2	6.0	1.9	deepHinduKush
70.374	36.436	219.64	4.3	3.0	1.9	deepHinduKush
71.304	36.669	219.66	3.1	6.7	1.9	deepHinduKush
71.084	36.694	219.68	2.9	8.7	1.9	deepHinduKush
71.067	36.615	219.75	3.8	3.8	1.9	deepHinduKush
71.022	36.606	219.77	3.8	3.4	1.9	deepHinduKush
71.168	36.663	219.77	2.7	5.9	1.9	deepHinduKush
70.361	36.443	219.81	4.1	6.3	1.9	deepHinduKush
71.023	36.368	219.88	2.6	8.7	1.9	deepHinduKush
70.985	36.417	219.93	3.7	5.8	1.9	deepHinduKush
70.961	36.646	219.94	2.4	12.7	1.9	deepHinduKush
71.046	36.596	219.96	3.3	5.7	1.9	deepHinduKush
70.224	36.439	220.02	3.1	9.6	1.9	deepHinduKush
70.356	36.468	220.07	3.7	5.3	1.9	deepHinduKush
70.287	36.476	220.08	2.3	6.8	1.9	deepHinduKush
71.064	36.602	220.08	2.9	5.5	1.9	deepHinduKush
71.259	36.656	220.09	2.7	4.7	1.9	deepHinduKush
71.245	36.527	220.10	2.8	6.3	1.9	deepHinduKush
70.258	36.492	220.11	3.2	4.6	1.9	deepHinduKush
70.159	36.492	220.14	2.7	8.3	1.9	deepHinduKush
71.096	36.658	220.19	3.9	4.6	1.9	deepHinduKush
71.281	36.631	220.23	2.7	6.0	1.9	deepHinduKush
70.026	36.520	220.26	3.2	3.6	1.9	deepHinduKush
71.163	36.539	220.26	2.7	10.2	1.9	deepHinduKush
71.109	36.649	220.27	4.1	3.9	1.9	deepHinduKush
70.759	36.439	220.29	3.2	4.5	1.9	deepHinduKush
70.934	36.650	220.31	3.5	5.0	1.9	deepHinduKush
71.095	36.651	220.33	3.3	4.5	1.9	deepHinduKush
71.151	36.682	220.36	3.3	4.0	1.9	deepHinduKush
70.893	36.614	220.37	3.8	3.7	1.9	deepHinduKush
70.116	36.489	220.42	2.9	4.1	1.9	deepHinduKush
71.206	36.479	220.45	3.2	5.2	1.9	deepHinduKush
70.600	36.468	220.47	4.0	6.6	1.9	deepHinduKush
71.048	36.621	220.48	3.7	4.5	1.9	deepHinduKush
70.247	36.514	220.57	3.8	6.0	-	deepHinduKush
70.161	36.454	220.59	4.1	3.2	1.9	deepHinduKush
70.580	36.553	220.60	2.8	4.8	1.9	deepHinduKush
71.024	36.599	220.68	3.0	6.1	1.9	deepHinduKush
70.039	36.518	220.70	3.5	6.7	1.9	deepHinduKush
70.040	36.523	220.73	3.1	4.1	1.9	deepHinduKush
71.266	36.678	220.88	3.8	4.1	1.9	deepHinduKush
70.258	36.500	221.00	3.2	4.3	1.9	deepHinduKush
71.067	36.649	221.00	3.6	4.2	1.9	deepHinduKush
71.150	36.672	221.00	3.5	4.5	1.9	deepHinduKush
71.138	36.679	221.02	3.1	8.3	1.9	deepHinduKush
70.657	36.718	221.05	2.7	11.7	-	deepHinduKush
71.067	36.641	221.20	3.7	4.0	1.9	deepHinduKush
71.143	36.693	221.25	3.3	5.3	1.9	deepHinduKush
71.047	36.682	221.31	3.7	3.6	1.9	deepHinduKush
71.050	36.629	221.34	3.3	5.1	1.9	deepHinduKush
69.781	36.489	221.35	3.3	4.5	1.9	deepHinduKush
70.444	36.418	221.35	2.8	9.8	1.9	deepHinduKush
70.016	36.496	221.43	5.5	3.5	1.9	deepHinduKush
70.184	36.485	221.50	3.0	4.7	1.9	deepHinduKush
70.305	36.421	221.53	3.8	4.4	1.9	deepHinduKush
70.925	36.591	221.53	2.7	7.5	1.9	deepHinduKush
71.029	36.604	221.53	3.1	4.4	1.9	deepHinduKush
70.150	36.475	221.55	4.0	3.8	1.9	deepHinduKush
71.290	36.705	221.59	2.9	5.7	1.9	deepHinduKush
70.371	36.456	221.60	3.6	8.8	1.9	deepHinduKush
70.944	36.510	221.61	4.3	8.6	1.9	deepHinduKush
70.089	36.535	221.62	3.7	3.3	1.9	deepHinduKush
71.126	36.611	221.62	3.7	4.7	1.9	deepHinduKush
71.005	36.549	221.78	3.4	4.8	1.9	deepHinduKush
71.048	36.672	221.88	3.5	4.3	1.9	deepHinduKush
70.150	36.471	222.02	4.8	4.7	1.9	deepHinduKush
71.072	36.592	222.04	2.6	5.9	1.9	deepHinduKush
70.193	36.447	222.05	4.7	5.1	1.9	deepHinduKush
70.944	36.618	222.05	3.5	7.1	1.9	deepHinduKush
70.061	36.508	222.06	3.6	6.6	1.9	deepHinduKush
71.058	36.648	222.06	3.7	3.8	1.9	deepHinduKush
71.105	36.650	222.16	2.7	4.8	1.9	deepHinduKush
70.994	36.580	222.25	3.6	6.6	1.9	deepHinduKush
71.263	36.509	222.33	4.9	4.2	1.9	deepHinduKush
71.299	36.676	222.34	3.0	9.9	1.9	deepHinduKush
70.314	36.414	222.37	3.6	4.4	1.9	deepHinduKush
70.047	36.517	222.38	3.2	5.0	1.9	deepHinduKush
70.175	36.461	222.44	4.1	5.4	1.9	deepHinduKush
71.040	36.599	222.44	3.3	5.8	1.9	deepHinduKush
71.162	36.666	222.44	2.9	6.4	1.9	deepHinduKush
70.222	36.534	222.45	3.4	4.2	1.9	deepHinduKush
70.434	36.364	222.45	2.6	10.9	-	deepHinduKush
71.296	36.639	222.49	2.0	6.6	1.9	deepHinduKush
70.036	36.535	222.50	3.4	4.3	1.9	deepHinduKush
70.127	36.498	222.52	5.1	4.7	1.9	deepHinduKush
70.089	36.539	222.56	2.7	4.8	1.9	deepHinduKush
70.096	36.487	222.59	4.1	6.8	1.9	deepHinduKush
71.058	36.669	222.60	3.2	3.6	1.9	deepHinduKush
71.276	36.520	222.63	4.7	3.5	1.9	deepHinduKush
70.073	36.530	222.72	3.7	7.7	1.9	deepHinduKush
70.086	36.519	222.89	3.9	4.7	1.9	deepHinduKush
70.878	36.579	222.89	3.8	3.7	1.9	deepHinduKush
71.117	36.689	222.92	3.2	5.3	1.9	deepHinduKush
70.020	36.534	223.02	3.4	7.3	1.9	deepHinduKush
69.879	36.590	223.03	2.8	10.0	-	deepHinduKush
70.721	36.483	223.08	2.7	6.6	-	deepHinduKush
70.092	36.491	223.09	4.4	6.2	1.9	deepHinduKush
70.319	36.490	223.09	2.7	7.0	1.9	deepHinduKush
71.026	36.584	223.10	3.5	6.6	1.9	deepHinduKush
70.208	36.447	223.12	3.2	9.8	1.9	deepHinduKush
71.112	36.663	223.27	4.8	3.4	1.9	deepHinduKush
71.133	36.633	223.38	3.4	4.4	1.9	deepHinduKush
70.163	36.480	223.45	3.0	5.0	1.9	deepHinduKush
70.003	36.528	223.52	2.4	7.2	1.9	deepHinduKush
71.241	36.507	223.58	3.5	4.0	1.9	deepHinduKush
69.997	36.496	223.62	2.7	10.1	1.9	deepHinduKush
71.299	36.595	223.62	4.0	4.3	1.9	deepHinduKush
70.059	36.525	223.63	2.9	4.8	1.9	deepHinduKush
71.286	36.509	223.66	4.2	3.4	1.9	deepHinduKush
71.014	36.637	223.70	3.4	4.4	1.9	deepHinduKush
70.124	36.487	223.77	2.6	5.2	1.9	deepHinduKush
70.701	36.498	223.77	2.3	6.2	1.9	deepHinduKush
70.358	36.490	223.84	2.5	7.0	1.9	deepHinduKush
70.852	36.618	223.92	3.3	4.1	1.9	deepHinduKush
71.107	36.689	223.92	3.1	4.8	1.9	deepHinduKush
70.808	36.539	223.95	3.8	5.6	1.9	deepHinduKush
70.932	36.662	223.99	3.8	8.6	-	deepHinduKush
71.259	36.524	224.02	3.0	5.5	1.9	deepHinduKush
70.087	36.500	224.03	3.5	5.0	1.9	deepHinduKush
70.071	36.526	224.06	3.0	5.8	1.9	deepHinduKush
71.075	36.548	224.12	2.8	6.0	1.9	deepHinduKush
70.904	36.606	224.13	3.7	4.7	1.9	deepHinduKush
71.212	36.669	224.19	3.2	8.1	1.9	deepHinduKush
71.078	36.639	224.23	3.6	4.9	1.9	deepHinduKush
71.078	36.661	224.26	3.2	6.4	1.9	deepHinduKush
71.078	36.648	224.27	2.7	8.0	1.9	deepHinduKush
71.111	36.683	224.38	3.8	6.6	1.9	deepHinduKush
69.753	36.499	224.48	3.3	4.8	1.9	deepHinduKush
70.951	36.537	224.54	2.9	5.3	1.9	deepHinduKush
70.016	36.522	224.60	2.8	9.3	1.9	deepHinduKush
70.110	36.502	224.63	2.4	7.8	1.9	deepHinduKush
71.096	36.659	224.75	4.2	3.9	1.9	deepHinduKush
71.010	36.681	224.78	2.4	11.5	1.9	deepHinduKush
71.280	36.612	224.80	4.0	6.0	1.9	deepHinduKush
70.077	36.500	224.82	2.9	3.9	1.9	deepHinduKush
70.015	36.523	224.97	3.3	5.1	1.9	deepHinduKush
71.177	36.663	224.97	3.7	5.1	1.9	deepHinduKush
70.687	36.498	224.99	3.3	4.5	1.9	deepHinduKush
70.090	36.490	225.03	4.7	3.5	1.9	deepHinduKush
69.549	36.637	225.06	3.3	5.4	-	deepHinduKush
70.898	36.597	225.09	2.7	6.1	1.9	deepHinduKush
71.076	36.651	225.09	3.6	4.5	1.9	deepHinduKush
70.980	36.563	225.13	3.7	6.4	1.9	deepHinduKush
70.065	36.515	225.14	3.0	6.0	1.9	deepHinduKush
70.993	36.631	225.14	3.2	6.0	1.9	deepHinduKush
69.484	36.647	225.16	3.4	4.5	1.9	deepHinduKush
70.258	36.413	225.16	3.8	4.5	1.9	deepHinduKush
71.153	36.677	225.32	3.3	6.1	1.9	deepHinduKush
70.947	36.586	225.35	2.3	6.7	1.9	deepHinduKush
70.991	36.537	225.35	3.6	5.6	1.9	deepHinduKush
70.999	36.591	225.36	2.6	5.5	1.9	deepHinduKush
70.858	36.619	225.38	2.8	5.7	1.9	deepHinduKush
71.085	36.671	225.43	3.3	5.4	1.9	deepHinduKush
71.166	36.602	225.53	2.8	5.3	1.9	deepHinduKush
70.672	36.797	225.57	4.5	10.5	-	deepHinduKush
70.078	36.527	225.59	3.1	4.8	1.9	deepHinduKush
71.184	36.493	225.63	3.0	6.4	1.9	deepHinduKush
70.401	36.538	225.68	2.3	10.6	1.9	deepHinduKush
70.850	36.598	225.71	3.0	13.2	1.9	deepHinduKush
71.039	36.665	225.83	3.6	4.9	1.9	deepHinduKush
70.899	36.373	225.94	4.3	8.7	-	deepHinduKush
71.189	36.665	225.95	3.2	4.2	1.9	deepHinduKush
71.177	36.668	225.96	2.5	6.9	1.9	deepHinduKush
70.935	36.608	225.97	4.1	4.2	1.9	deepHinduKush
70.868	36.500	226.02	4.3	5.3	1.9	deepHinduKush
70.587	36.455	226.03	3.7	7.3	1.9	deepHinduKush
71.310	36.578	226.03	5.4	3.7	1.9	deepHinduKush
71.163	36.621	226.04	4.8	4.2	1.9	deepHinduKush
70.975	36.548	226.21	2.5	7.0	1.9	deepHinduKush
70.083	36.479	226.22	3.8	5.4	1.9	deepHinduKush
70.058	36.517	226.28	2.7	8.1	1.9	deepHinduKush
70.724	36.243	226.34	3.8	5.5	-	deepHinduKush
71.002	36.695	226.40	3.6	4.5	1.9	deepHinduKush
71.223	36.489	226.40	6.6	5.0	-	deepHinduKush
70.004	36.491	226.43	3.4	4.0	1.9	deepHinduKush
71.117	36.662	226.46	4.5	4.2	1.9	deepHinduKush
71.141	36.684	226.47	3.2	7.0	1.9	deepHinduKush
71.107	36.668	226.48	3.2	8.4	1.9	deepHinduKush
70.857	36.552	226.50	3.5	4.2	1.9	deepHinduKush
70.122	36.491	226.51	4.2	4.0	1.9	deepHinduKush
71.021	36.572	226.51	3.8	5.4	1.9	deepHinduKush
70.958	36.572	226.52	3.0	4.8	1.9	deepHinduKush
71.131	36.602	226.52	3.1	5.5	1.9	deepHinduKush
71.130	36.643	226.57	2.3	8.8	1.9	deepHinduKush
71.082	36.669	226.59	2.4	8.5	1.9	deepHinduKush
71.016	36.656	226.62	3.2	5.7	1.9	deepHinduKush
70.060	36.511	226.63	2.8	7.1	1.9	deepHinduKush
70.970	36.644	226.65	3.0	5.9	1.9	deepHinduKush
70.077	36.515	226.68	6.0	7.9	1.9	deepHinduKush
71.135	36.665	226.73	3.5	4.5	1.9	deepHinduKush
70.746	36.391	226.76	2.6	9.0	1.9	deepHinduKush
71.007	36.639	226.77	3.2	6.7	1.9	deepHinduKush
70.340	36.444	226.79	3.5	4.4	1.9	deepHinduKush
71.143	36.684	226.88	3.1	6.4	1.9	deepHinduKush
71.285	36.611	226.93	2.9	7.0	1.9	deepHinduKush
70.852	36.546	226.94	3.6	7.6	1.9	deepHinduKush
71.143	36.651	226.94	2.8	7.2	1.9	deepHinduKush
70.068	36.487	226.96	3.5	6.8	1.9	deepHinduKush
71.103	36.651	226.97	2.7	8.2	1.9	deepHinduKush
70.112	36.540	226.99	3.1	4.7	1.9	deepHinduKush
70.906	36.544	227.00	2.5	7.1	1.9	deepHinduKush
70.916	36.517	227.11	2.7	6.3	1.9	deepHinduKush
71.089	36.665	227.22	3.0	6.4	1.9	deepHinduKush
70.936	36.550	227.24	2.7	7.1	1.9	deepHinduKush
70.063	36.509	227.37	3.0	7.2	1.9	deepHinduKush
71.195	36.469	227.41	3.5	7.6	1.9	deepHinduKush
71.258	36.488	227.44	4.7	3.7	1.9	deepHinduKush
71.008	36.617	227.45	3.3	6.8	1.9	deepHinduKush
69.994	36.492	227.51	4.0	3.4	1.9	deepHinduKush
70.093	36.520	227.51	2.8	4.5	1.9	deepHinduKush
70.893	36.499	227.51	2.6	4.6	1.9	deepHinduKush
70.967	36.632	227.53	3.0	5.4	1.9	deepHinduKush
71.068	36.636	227.54	3.3	6.6	1.9	deepHinduKush
71.070	36.644	227.55	3.2	5.5	1.9	deepHinduKush
70.020	36.500	227.59	3.8	5.5	1.9	deepHinduKush
71.089	36.647	227.59	2.8	5.7	1.9	deepHinduKush
71.052	36.548	227.61	3.7	6.0	1.9	deepHinduKush
70.244	36.544	227.62	2.8	5.0	1.9	deepHinduKush
71.129	36.672	227.70	5.4	3.6	1.9	deepHinduKush
70.047	36.518	227.75	3.5	9.6	1.9	deepHinduKush
70.840	36.501	227.75	2.7	7.0	1.9	deepHinduKush
70.804	36.518	227.80	3.5	7.2	1.9	deepHinduKush
70.295	36.662	227.81	2.4	8.3	-	deepHinduKush
70.341	36.594	227.92	2.5	7.7	-	deepHinduKush
70.845	36.543	228.05	3.1	7.1	1.9	deepHinduKush
71.197	36.365	228.06	5.5	4.4	1.9	deepHinduKush
70.049	36.486	228.09	3.7	5.1	1.9	deepHinduKush
70.857	36.386	228.11	2.8	9.0	-	deepHinduKush
70.874	36.599	228.16	3.2	6.8	1.9	deepHinduKush
70.951	36.528	228.17	3.8	5.4	1.9	deepHinduKush
71.027	36.686	228.19	2.8	5.2	1.9	deepHinduKush
71.228	36.669	228.24	2.7	5.3	1.9	deepHinduKush
71.056	36.625	228.42	4.0	6.4	1.9	deepHinduKush
71.158	36.635	228.43	3.3	9.9	1.9	deepHinduKush
71.076	36.646	228.44	4.2	4.8	1.9	deepHinduKush
71.190	36.411	228.46	5.6	3.5	1.9	deepHinduKush
70.076	36.521	228.49	2.5	7.9	1.9	deepHinduKush
70.134	36.467	228.51	3.4	6.3	1.9	deepHinduKush
70.794	36.477	228.53	2.6	5.5	1.9	deepHinduKush
71.316	36.457	228.56	4.3	4.6	1.9	deepHinduKush
71.002	36.623	228.71	6.1	3.9	1.9	deepHinduKush
71.109	36.669	228.73	3.0	7.4	1.9	deepHinduKush
69.533	36.642	228.76	3.1	4.2	1.9	deepHinduKush
69.619	36.600	228.79	3.7	5.4	1.9	deepHinduKush
71.033	36.652	228.87	2.9	7.3	1.9	deepHinduKush
71.055	36.628	228.87	3.9	3.8	1.9	deepHinduKush
70.966	36.603	228.91	2.7	6.2	1.9	deepHinduKush
71.015	36.663	228.91	4.1	4.1	1.9	deepHinduKush
71.055	36.628	228.96	3.5	5.8	1.9	deepHinduKush
71.166	36.445	229.04	5.1	3.5	1.9	deepHinduKush
70.971	36.595	229.06	2.5	10.7	1.9	deepHinduKush
70.881	36.583	229.07	3.1	6.6	1.9	deepHinduKush
71.098	36.675	229.10	3.0	5.9	1.9	deepHinduKush
71.000	36.597	229.11	3.0	7.2	1.9	deepHinduKush
71.143	36.645	229.17	3.2	13.1	1.9	deepHinduKush
70.040	36.516	229.18	2.5	7.1	1.9	deepHinduKush
71.155	36.673	229.19	3.2	5.0	1.9	deepHinduKush
70.941	36.615	229.25	2.9	6.0	1.9	deepHinduKush
71.215	36.673	229.28	3.0	4.1	1.9	deepHinduKush
70.940	36.623	229.51	2.7	5.8	1.9	deepHinduKush
70.064	36.452	229.56	3.8	8.4	1.9	deepHinduKush
70.125	36.474	229.58	3.7	4.3	1.9	deepHinduKush
70.992	36.582	229.59	2.7	9.2	1.9	deepHinduKush
70.942	36.625	229.60	2.7	5.5	1.9	deepHinduKush
71.259	36.478	229.61	3.8	4.9	1.9	deepHinduKush
70.960	36.597	229.62	3.0	5.2	1.9	deepHinduKush
71.148	36.729	229.65	2.5	10.9	1.9	deepHinduKush
71.622	36.692	229.70	2.8	9.6	-	deepHinduKush
70.760	36.306	229.72	4.2	5.3	-	deepHinduKush
70.301	36.193	229.75	2.8	10.8	-	deepHinduKush
69.779	36.540	229.81	3.1	6.0	-	deepHinduKush
70.836	36.531	229.83	3.0	6.0	1.9	deepHinduKush
69.825	36.484	229.87	3.2	5.2	1.9	deepHinduKush
70.032	36.494	229.87	3.5	4.5	1.9	deepHinduKush
71.434	36.697	229.88	2.7	8.5	1.9	deepHinduKush
70.405	36.340	229.89	4.2	5.3	-	deepHinduKush
71.327	36.598	229.97	4.3	6.1	1.9	deepHinduKush
71.135	36.665	230.02	4.0	4.0	1.9	deepHinduKush
71.056	36.650	230.06	3.9	4.8	1.9	deepHinduKush
71.177	36.677	230.06	3.7	4.6	1.9	deepHinduKush
71.244	36.500	230.10	3.6	4.8	1.9	deepHinduKush
70.847	36.539	230.16	2.4	6.7	1.9	deepHinduKush
71.170	36.726	230.22	3.5	9.9	1.9	deepHinduKush
70.103	36.468	230.26	3.8	4.2	1.9	deepHinduKush
70.095	36.484	230.35	3.1	6.2	1.9	deepHinduKush
71.055	36.648	230.47	2.6	7.4	1.9	deepHinduKush
70.050	36.466	230.48	3.2	7.2	1.9	deepHinduKush
71.102	36.652	230.57	4.0	4.4	1.9	deepHinduKush
70.939	36.599	230.59	3.0	5.8	1.9	deepHinduKush
71.048	36.609	230.72	2.6	8.8	1.9	deepHinduKush
71.207	36.690	230.72	3.5	5.3	1.9	deepHinduKush
71.278	36.689	230.74	2.9	5.3	1.9	deepHinduKush
71.103	36.615	230.75	3.3	5.7	1.9	deepHinduKush
70.133	36.466	230.77	3.1	4.3	1.9	deepHinduKush
70.973	36.580	230.82	2.7	5.5	1.9	deepHinduKush
71.015	36.660	230.89	3.1	7.2	1.9	deepHinduKush
69.691	36.474	230.94	3.1	4.8	1.9	deepHinduKush
71.088	36.651	230.94	3.5	4.2	1.9	deepHinduKush
71.036	36.598	230.96	2.4	9.5	1.9	deepHinduKush
70.833	36.504	231.08	3.0	6.1	1.9	deepHinduKush
70.111	36.439	231.21	4.1	4.7	1.9	deepHinduKush
71.336	36.474	231.26	3.2	5.3	1.9	deepHinduKush
71.041	36.664	231.33	2.5	7.0	1.9	deepHinduKush
70.034	36.483	231.39	3.3	4.4	1.9	deepHinduKush
70.853	36.582	231.40	3.1	9.0	1.9	deepHinduKush
70.844	36.519	231.50	3.3	7.4	1.9	deepHinduKush
71.141	36.677	231.57	2.8	6.7	1.9	deepHinduKush
70.875	36.487	231.58	3.7	6.9	1.9	deepHinduKush
71.029	36.633	231.60	3.0	6.3	1.9	deepHinduKush
70.137	36.529	231.61	2.9	4.4	1.9	deepHinduKush
71.508	36.578	231.61	3.3	7.2	-	deepHinduKush
70.090	36.520	231.63	2.9	7.3	1.9	deepHinduKush
69.712	36.473	231.74	2.0	10.0	1.9	deepHinduKush
70.052	36.487	231.82	3.1	4.6	1.9	deepHinduKush
71.001	36.595	231.84	2.7	8.5	1.9	deepHinduKush
71.256	36.703	231.87	3.6	4.6	1.9	deepHinduKush
70.157	36.400	231.90	3.6	5.7	1.9	deepHinduKush
70.897	36.520	231.93	3.9	5.1	1.9	deepHinduKush
71.030	36.595	231.98	3.5	4.7	1.9	deepHinduKush
71.145	36.697	231.98	3.3	10.3	1.9	deepHinduKush
70.045	36.480	232.32	3.5	3.9	1.9	deepHinduKush
70.037	36.481	232.33	3.1	4.8	1.9	deepHinduKush
70.056	36.493	232.58	3.5	4.6	1.9	deepHinduKush
70.947	36.590	232.63	2.9	9.7	1.9	deepHinduKush
71.004	36.568	232.66	4.2	6.1	1.9	deepHinduKush
71.241	36.667	232.66	3.7	6.8	1.9	deepHinduKush
71.184	36.683	232.69	3.3	11.8	1.9	deepHinduKush
